"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001958","BP","GO:0001958","endochondral ossification","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Col1a1/Nfix/Mef2c",3
"GO:0007435","BP","GO:0007435","salivary gland morphogenesis","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Nrp1/Nfib/Sema3c",3
"GO:0014047","BP","GO:0014047","glutamate secretion","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Ntrk2/Grm7/Grin2b",3
"GO:0036075","BP","GO:0036075","replacement ossification","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Col1a1/Nfix/Mef2c",3
"GO:0045686","BP","GO:0045686","negative regulation of glial cell differentiation","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Hmga2/Id4/Dab1",3
"GO:0071624","BP","GO:0071624","positive regulation of granulocyte chemotaxis","3/269","37/28891",0.00490909979096692,0.0263077399054381,0.01797022021997,"Mdk/Ripor2/Camk1d",3
"GO:0033002","BP","GO:0033002","muscle cell proliferation","8/269","280/28891",0.0049308257810284,0.0263818902588144,0.018020870643927,"Tcf7l2/Zfpm2/Rbpj/Foxp1/Ephb1/Mef2c/Nrg1/Ccnd2",8
"GO:0099111","BP","GO:0099111","microtubule-based transport","7/269","222/28891",0.00494820494896446,0.0264325836251392,0.0180554981322564,"Tmem108/Dync1i1/Dlg2/Neto1/Tuba1a/Nefm/Sybu",7
"GO:0009755","BP","GO:0009755","hormone-mediated signaling pathway","6/269","168/28891",0.00501740044053927,0.0267436431235335,0.0182679758178254,"Ntrk2/Ncoa1/Cnot1/Hmga2/Foxp1/Rarb",6
"GO:0120034","BP","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","5/269","118/28891",0.00502243058659661,0.0267436431235335,0.0182679758178254,"Nlgn1/Nrp1/Gpm6a/Ripor2/Tenm1",5
"GO:0015800","BP","GO:0015800","acidic amino acid transport","4/269","74/28891",0.0050767208297107,0.0269042067425556,0.0183776531828713,"Ntrk2/Grm7/Grin2b/Slc1a3",4
"GO:0032922","BP","GO:0032922","circadian regulation of gene expression","4/269","74/28891",0.0050767208297107,0.0269042067425556,0.0183776531828713,"Zfhx3/Id4/Drd2/Rora",4
"GO:0035904","BP","GO:0035904","aorta development","4/269","74/28891",0.0050767208297107,0.0269042067425556,0.0183776531828713,"Rbpj/Robo2/Sox4/Col3a1",4
"GO:0015833","BP","GO:0015833","peptide transport","9/269","343/28891",0.00509898740674931,0.0269794523546989,0.0184290517532412,"Tcf7l2/Hmga2/Nnat/Itpr1/Epha5/Plcb1/Sox4/Drd2/Sybu",9
"GO:0030178","BP","GO:0030178","negative regulation of Wnt signaling pathway","6/269","169/28891",0.00516252099925962,0.0271865672779908,0.0185705272580081,"Tcf7l2/Cdh2/Hmga2/Mdk/Nlk/Gpc3",6
"GO:0050680","BP","GO:0050680","negative regulation of epithelial cell proliferation","6/269","169/28891",0.00516252099925962,0.0271865672779908,0.0185705272580081,"Ptprk/Sparc/Gpc3/Drd2/Mef2c/Nfib",6
"GO:0071322","BP","GO:0071322","cellular response to carbohydrate stimulus","6/269","169/28891",0.00516252099925962,0.0271865672779908,0.0185705272580081,"Tcf7l2/Zbtb20/Epha5/Plcb1/Sox4/Sybu",6
"GO:0001894","BP","GO:0001894","tissue homeostasis","8/269","283/28891",0.00525019960250107,0.0274908878674295,0.018778401747772,"Zeb2/Adgrv1/Nfix/Rac3/Ldb2/Nfib/Tuba1a/Col3a1",8
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","8/269","283/28891",0.00525019960250107,0.0274908878674295,0.018778401747772,"Zeb2/Adgrv1/Nfix/Rac3/Ldb2/Nfib/Tuba1a/Col3a1",8
"GO:0021591","BP","GO:0021591","ventricular system development","3/269","38/28891",0.00529363340555323,0.0274908878674295,0.018778401747772,"Nfix/Dbi/Ttn",3
"GO:0021561","BP","GO:0021561","facial nerve development","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Nrp1/Plxna4",2
"GO:0021610","BP","GO:0021610","facial nerve morphogenesis","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Nrp1/Plxna4",2
"GO:0021683","BP","GO:0021683","cerebellar granular layer morphogenesis","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Nfix/Nrxn1",2
"GO:0036302","BP","GO:0036302","atrioventricular canal development","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Nfix/Rbpj",2
"GO:0042989","BP","GO:0042989","sequestering of actin monomers","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Tmsb4x/Tmsb10",2
"GO:0044557","BP","GO:0044557","relaxation of smooth muscle","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Kcnma1/Slc8a1",2
"GO:0048012","BP","GO:0048012","hepatocyte growth factor receptor signaling pathway","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Nrp1/Stmn1",2
"GO:0051971","BP","GO:0051971","positive regulation of transmission of nerve impulse","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Cntnap2/Tnr",2
"GO:0060379","BP","GO:0060379","cardiac muscle cell myoblast differentiation","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Rbpj/Nrg1",2
"GO:0060502","BP","GO:0060502","epithelial cell proliferation involved in lung morphogenesis","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Hmga2/Nfib",2
"GO:0070445","BP","GO:0070445","regulation of oligodendrocyte progenitor proliferation","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Cdh2/Ptprz1",2
"GO:0070593","BP","GO:0070593","dendrite self-avoidance","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Dscaml1/Cntn5",2
"GO:0071372","BP","GO:0071372","cellular response to follicle-stimulating hormone stimulus","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Epha3/Epha5",2
"GO:0099105","BP","GO:0099105","ion channel modulating, G protein-coupled receptor signaling pathway","2/269","12/28891",0.0053600654574055,0.0274908878674295,0.018778401747772,"Itpr1/Plcb1",2
"GO:0000380","BP","GO:0000380","alternative mRNA splicing, via spliceosome","4/269","76/28891",0.00557961502563222,0.0285730974666373,0.0195176345701973,"Rbfox1/Celf4/Celf2/Khdrbs2",4
"GO:0035909","BP","GO:0035909","aorta morphogenesis","3/269","39/28891",0.00569578797904916,0.0289463753828881,0.0197726122452994,"Rbpj/Sox4/Col3a1",3
"GO:0060292","BP","GO:0060292","long-term synaptic depression","3/269","39/28891",0.00569578797904916,0.0289463753828881,0.0197726122452994,"Dgki/Gria1/Gnal",3
"GO:0060479","BP","GO:0060479","lung cell differentiation","3/269","39/28891",0.00569578797904916,0.0289463753828881,0.0197726122452994,"Rbpj/Foxp1/Nfib",3
"GO:0060487","BP","GO:0060487","lung epithelial cell differentiation","3/269","39/28891",0.00569578797904916,0.0289463753828881,0.0197726122452994,"Rbpj/Foxp1/Nfib",3
"GO:0099170","BP","GO:0099170","postsynaptic modulation of chemical synaptic transmission","3/269","39/28891",0.00569578797904916,0.0289463753828881,0.0197726122452994,"Dcc/Plcb1/Drd2",3
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","6/269","174/28891",0.00593469216416027,0.0301147353519757,0.0205706924306809,"Zeb2/Nrp1/Phactr1/Carmil1/Add2/Stmn1",6
"GO:0051101","BP","GO:0051101","regulation of DNA binding","5/269","123/28891",0.00597541650868456,0.0301980470362056,0.0206276007518781,"Sox11/Hmga2/Nfib/Runx1t1/Rnf220",5
"GO:0001649","BP","GO:0001649","osteoblast differentiation","7/269","230/28891",0.0059782018953254,0.0301980470362056,0.0206276007518781,"Col1a1/Sox11/Satb2/Id4/Mef2c/Lmna/Adar",7
"GO:0099504","BP","GO:0099504","synaptic vesicle cycle","7/269","230/28891",0.0059782018953254,0.0301980470362056,0.0206276007518781,"Nlgn1/Cdh2/Pcdh17/Nrxn1/Fgf14/Cd24a/Cacnb4",7
"GO:0043279","BP","GO:0043279","response to alkaloid","4/269","78/28891",0.00611471209389052,0.0306773273545712,0.0209549862627233,"Gnal/Drd2/Slc8a1/Slc1a3",4
"GO:0030513","BP","GO:0030513","positive regulation of BMP signaling pathway","3/269","40/28891",0.00611577257413107,0.0306773273545712,0.0209549862627233,"Sox11/Rbpj/Gpc3",3
"GO:0033144","BP","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","3/269","40/28891",0.00611577257413107,0.0306773273545712,0.0209549862627233,"Cnot1/Hmga2/Foxp1",3
"GO:1905314","BP","GO:1905314","semi-lunar valve development","3/269","40/28891",0.00611577257413107,0.0306773273545712,0.0209549862627233,"Slit3/Rbpj/Robo2",3
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","9/269","353/28891",0.00611895255547219,0.0306773273545712,0.0209549862627233,"Dbi/Grik2/Itpr1/Plcb1/Drd2/Slc8a1/Grin2b/Inpp4b/Cacnb4",9
"GO:0051494","BP","GO:0051494","negative regulation of cytoskeleton organization","6/269","176/28891",0.00626598470805151,0.0308701514292562,0.021086700013059,"Tmsb4x/Fgf13/Carmil1/Tmsb10/Add2/Stmn1",6
"GO:0002087","BP","GO:0002087","regulation of respiratory gaseous exchange by nervous system process","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Nlgn1/Atp1a2",2
"GO:0002329","BP","GO:0002329","pre-B cell differentiation","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Foxp1/Cd24a",2
"GO:0003157","BP","GO:0003157","endocardium development","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Rbpj/Nrg1",2
"GO:0016553","BP","GO:0016553","base conversion or substitution editing","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Adarb2/Adar",2
"GO:0021604","BP","GO:0021604","cranial nerve structural organization","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Nrp1/Plxna4",2
"GO:0032354","BP","GO:0032354","response to follicle-stimulating hormone","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Epha3/Epha5",2
"GO:0051967","BP","GO:0051967","negative regulation of synaptic transmission, glutamatergic","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Grik2/Drd2",2
"GO:0070444","BP","GO:0070444","oligodendrocyte progenitor proliferation","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Cdh2/Ptprz1",2
"GO:0071679","BP","GO:0071679","commissural neuron axon guidance","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Nrp1/Nfib",2
"GO:0071863","BP","GO:0071863","regulation of cell proliferation in bone marrow","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Hmga2/Mef2c",2
"GO:0097421","BP","GO:0097421","liver regeneration","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Itpr1/Vtn",2
"GO:1902667","BP","GO:1902667","regulation of axon guidance","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Nrp1/Tubb2b",2
"GO:1902946","BP","GO:1902946","protein localization to early endosome","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Nrp1/Lrrc7",2
"GO:1905097","BP","GO:1905097","regulation of guanyl-nucleotide exchange factor activity","2/269","13/28891",0.00629588614675619,0.0308701514292562,0.021086700013059,"Ripor2/Stmn1",2
"GO:0007431","BP","GO:0007431","salivary gland development","3/269","41/28891",0.00655378565587836,0.0319473166665557,0.0218224871463189,"Nrp1/Nfib/Sema3c",3
"GO:0010092","BP","GO:0010092","specification of animal organ identity","3/269","41/28891",0.00655378565587836,0.0319473166665557,0.0218224871463189,"Rbpj/Robo2/Mef2c",3
"GO:0099633","BP","GO:0099633","protein localization to postsynaptic specialization membrane","3/269","41/28891",0.00655378565587836,0.0319473166665557,0.0218224871463189,"Nrxn3/Dlg2/Neto1",3
"GO:0099645","BP","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","3/269","41/28891",0.00655378565587836,0.0319473166665557,0.0218224871463189,"Nrxn3/Dlg2/Neto1",3
"GO:1902904","BP","GO:1902904","negative regulation of supramolecular fiber organization","6/269","178/28891",0.00661053485711329,0.0321770430308396,0.0219794080133852,"Tmsb4x/Fgf13/Carmil1/Tmsb10/Add2/Stmn1",6
"GO:0033143","BP","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","4/269","80/28891",0.00668287547441856,0.0323877327339937,0.0221233253691659,"Ntrk2/Cnot1/Hmga2/Foxp1",4
"GO:0045123","BP","GO:0045123","cellular extravasation","4/269","80/28891",0.00668287547441856,0.0323877327339937,0.0221233253691659,"Mdk/Plcb1/Ripor2/Add2",4
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","4/269","80/28891",0.00668287547441856,0.0323877327339937,0.0221233253691659,"Mdk/Nrg1/Cd24a/Vtn",4
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","7/269","235/28891",0.00669851134468791,0.0324165295754506,0.0221429958381792,"Ptprk/Epha3/Nrp1/Gpm6b/Cntn2/Col3a1/Vtn",7
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","8/269","296/28891",0.00682040158224672,0.0329299712760234,0.0224937162141057,"Dbi/Itpr1/Drd2/Slc8a1/Fgf14/Ahnak/Atp1a2/Cacnb4",8
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","5/269","127/28891",0.00682430325786012,0.0329299712760234,0.0224937162141057,"Nlgn1/Zfhx3/Ptgds/Drd2/Rora",5
"GO:0055001","BP","GO:0055001","muscle cell development","7/269","236/28891",0.00684998974273173,0.0330062906335662,0.0225458482355951,"Cntnap2/Foxp1/Mef2c/Ttn/Slc8a1/Cacnb4/Lmna",7
"GO:0010464","BP","GO:0010464","regulation of mesenchymal cell proliferation","3/269","42/28891",0.00701001531687932,0.0336803034765006,0.02300625111559,"Foxp1/Nfib/Lmna",3
"GO:0060325","BP","GO:0060325","face morphogenesis","3/269","42/28891",0.00701001531687932,0.0336803034765006,0.02300625111559,"Col1a1/Tcf7l2/Schip1",3
"GO:0007254","BP","GO:0007254","JNK cascade","6/269","181/28891",0.00715286256882345,0.0342191308013528,0.0233743118354746,"Mecom/Grik2/Ephb1/Plcb1/Sh3rf3/Fgf14",6
"GO:0071772","BP","GO:0071772","response to BMP","6/269","181/28891",0.00715286256882345,0.0342191308013528,0.0233743118354746,"Tcf7l2/Nfia/Sox11/Nfix/Rbpj/Gpc3",6
"GO:0071773","BP","GO:0071773","cellular response to BMP stimulus","6/269","181/28891",0.00715286256882345,0.0342191308013528,0.0233743118354746,"Tcf7l2/Nfia/Sox11/Nfix/Rbpj/Gpc3",6
"GO:0032414","BP","GO:0032414","positive regulation of ion transmembrane transporter activity","5/269","129/28891",0.00727888307877238,0.0342868889274079,0.0234205958739849,"Reln/Plcb1/Fgf13/Fgf14/Cacnb4",5
"GO:0003183","BP","GO:0003183","mitral valve morphogenesis","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Zfpm2/Sox4",2
"GO:0010739","BP","GO:0010739","positive regulation of protein kinase A signaling","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Adgrv1/Nrxn1",2
"GO:0021670","BP","GO:0021670","lateral ventricle development","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Nfix/Dbi",2
"GO:0043589","BP","GO:0043589","skin morphogenesis","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Col1a1/Col1a2",2
"GO:0045472","BP","GO:0045472","response to ether","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Foxp1/Plcb1",2
"GO:0048505","BP","GO:0048505","regulation of timing of cell differentiation","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Sox5/Rbpj",2
"GO:0061140","BP","GO:0061140","lung secretory cell differentiation","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Foxp1/Nfib",2
"GO:0072160","BP","GO:0072160","nephron tubule epithelial cell differentiation","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Mef2c/Cd24a",2
"GO:0097113","BP","GO:0097113","AMPA glutamate receptor clustering","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Nlgn1/Lrrtm4",2
"GO:0097688","BP","GO:0097688","glutamate receptor clustering","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Nlgn1/Lrrtm4",2
"GO:2000347","BP","GO:2000347","positive regulation of hepatocyte proliferation","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Mdk/Itpr1",2
"GO:2000767","BP","GO:2000767","positive regulation of cytoplasmic translation","2/269","14/28891",0.00730031845583565,0.0342868889274079,0.0234205958739849,"Eef2/Igf2bp1",2
"GO:0060047","BP","GO:0060047","heart contraction","7/269","239/28891",0.00731970772923102,0.0343297372321859,0.0234498645787721,"Kcnd2/Sgcz/Fgf13/Drd2/Ttn/Slc8a1/Atp1a2",7
"GO:0009952","BP","GO:0009952","anterior/posterior pattern specification","7/269","240/28891",0.007481457929906,0.0349074400049436,0.0238444802350565,"Zeb2/Rbpj/Gpc3/Ttn/Plxna2/Sema3c/Cdon",7
"GO:0038084","BP","GO:0038084","vascular endothelial growth factor signaling pathway","3/269","43/28891",0.00748463949866762,0.0349074400049436,0.0238444802350565,"Tcf4/Nrp1/Cadm4",3
"GO:0090022","BP","GO:0090022","regulation of neutrophil chemotaxis","3/269","43/28891",0.00748463949866762,0.0349074400049436,0.0238444802350565,"Mdk/Ripor2/Camk1d",3
"GO:0095500","BP","GO:0095500","acetylcholine receptor signaling pathway","3/269","43/28891",0.00748463949866762,0.0349074400049436,0.0238444802350565,"Ly6h/Itpr1/Plcb1",3
"GO:2000179","BP","GO:2000179","positive regulation of neural precursor cell proliferation","4/269","83/28891",0.00759894561293042,0.0353911895955979,0.0241749186043967,"Mdk/Id4/Drd2/Cdon",4
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","7/269","242/28891",0.00781287443514814,0.0362864612654658,0.0247864583688179,"Adgrb3/Grm7/Pde10a/Gnal/Drd2/Adgrl2/Psap",7
"GO:0060348","BP","GO:0060348","bone development","7/269","242/28891",0.00781287443514814,0.0362864612654658,0.0247864583688179,"Col1a1/Sparc/Nfix/Foxp1/Rarb/Mef2c/Col3a1",7
"GO:0002067","BP","GO:0002067","glandular epithelial cell differentiation","4/269","84/28891",0.0079217264835713,0.0367409894050796,0.0250969362279724,"Cdh2/Foxp1/Rarb/Nfib",4
"GO:0001504","BP","GO:0001504","neurotransmitter uptake","3/269","44/28891",0.00797782620954122,0.0367682962000079,0.0251155888800105,"Drd2/Gpm6b/Atp1a2",3
"GO:0002052","BP","GO:0002052","positive regulation of neuroblast proliferation","3/269","44/28891",0.00797782620954122,0.0367682962000079,0.0251155888800105,"Id4/Drd2/Cdon",3
"GO:0010765","BP","GO:0010765","positive regulation of sodium ion transport","3/269","44/28891",0.00797782620954122,0.0367682962000079,0.0251155888800105,"Plcb1/Fgf13/Fgf14",3
"GO:0034249","BP","GO:0034249","negative regulation of amide metabolic process","7/269","243/28891",0.00798259062237014,0.0367682962000079,0.0251155888800105,"Ntrk2/Cnot1/Atcay/Ilf3/Trim2/Bc1/Igf2bp1",7
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","7/269","243/28891",0.00798259062237014,0.0367682962000079,0.0251155888800105,"Ptprk/Cst3/Mt3/Foxp1/Msra/Slc8a1/Psap",7
"GO:0043112","BP","GO:0043112","receptor metabolic process","4/269","85/28891",0.00825338291619674,0.0378836434141804,0.0258774572553423,"Gria1/Nrg1/Gria2/Gria3",4
"GO:0003174","BP","GO:0003174","mitral valve development","2/269","15/28891",0.00837201330235626,0.0378836434141804,0.0258774572553423,"Zfpm2/Sox4",2
"GO:0007194","BP","GO:0007194","negative regulation of adenylate cyclase activity","2/269","15/28891",0.00837201330235626,0.0378836434141804,0.0258774572553423,"Adgrv1/Drd2",2
"GO:0007216","BP","GO:0007216","G protein-coupled glutamate receptor signaling pathway","2/269","15/28891",0.00837201330235626,0.0378836434141804,0.0258774572553423,"Grm5/Grm7",2
